tenBan,loai,tenKhoaHoc,loaiCha,nguon,ghiChu
elfenwels-acanthicus-adonis,loai,Acanthicus adonis,,garnelio.de,
elritzen-phoxinus-phoxinus-5-6-cm,loai,Phoxinus phoxinus,,garnelio.de,
engelswels-pimelodus-pictus-5cm,loai,Pimelodus pictus,,garnelio.de,
erbsenkugelfisch-carinotetraodon-travancoricus,loai,Carinotetraodon travancoricus,,garnelio.de,
erdbeer-zwergbaerbling-boraras-naevus,loai,Boraras naevus,,garnelio.de,
espes-keilfleckbaerbling-trigonostigma-espei,loai,Trigonostigma espei,,garnelio.de,
ferraris-zwerbuntbarsch-dnz-badis-ferrarisi-2-4cm-raritaet,loai,Badis ferrarisi,,garnelio.de,
feuerschwanz-epalzeorhynchos-bicolor,loai,Epalzeorhynchos bicolor,,garnelio.de,
feuerstachelaal-mastacembelus-erythrotaenia-20cm,loai,Mastacembelus erythrotaenia,,garnelio.de,
flaechigroter-blaubarsch-dario-tigris-dario-hysginon-black-tiger,loai,Dario hysginon,,garnelio.de,
flaggenschwanz-glasbaerbling-rasbora-trilineata,loai,Rasbora trilineata,,garnelio.de,
flammengrundel-rhinogobius-rubromaculatus,loai,Rhinogobius rubromaculatus,,garnelio.de,
fleckpanzerwels-hoplisoma-atropersonatum-vormals-corydoras-atropersonatus,loai,Corydoras atropersonatus,,garnelio.de,
fossorochromis-rostratus-15-18cm,loai,Fossorochromis rostratus,,garnelio.de,
froschwels-gescheckt-clarias-batrachus,loai,Clarias batrachus,,garnelio.de,
funkensalmler-hyphessobrycon-amandae,loai,Hyphessobrycon amandae,,garnelio.de,
gabelschwanz-blauauge-pseudomugil-furcatus,loai,Pseudomugil furcatus,,garnelio.de,
geayi-sattelfleckbuntbarsch-dnz-guianacara-geayi,loai,Guianacara geayi,,garnelio.de,
gefleckter-panzerwels-albino-corydoras-paleatus-dnz,loai,Corydoras paleatus,,garnelio.de,
geflecktes-blauauge-pseudomugil-gertrudae,loai,Pseudomugil gertrudae,,garnelio.de,
geflecktes-dornauge-pangio-kuhlii,loai,Pangio kuhlii,,garnelio.de,
gelber-kongosalmler-alestopetersius-caudalis,loai,Alestopetersius caudalis,,garnelio.de,
gelbflossenpanzerwels-osteogaster-corydoras-melanotaenia,loai,Corydoras melanotaenia,,garnelio.de,
